"iSess","iCond","Harm","Sr","Si","N1r","N1i","N2r","N2i","Signal","Phase","Noise","StdErr","PVal","SNR","Direction","Speed","Channel","ChanGroup","Hz","Study","Operator","Sex","AgeDays"
"20150605_114032",1,"1F1",-1.05578,3.035421,0.167455,-1.396125,0.167455,-1.396125,3.213791,109.178685,1.406132,1.190009,0.046814,1.677345,"0-180","1.2deg/s","1","other",1.2,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"2F1",0.167455,-1.396125,-1.05578,3.035421,0.113085,0.277163,1.406132,-83.160476,1.756568,0.490037,0.033707,0.53961,"0-180","1.2deg/s","1","other",2.4,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"3F1",0.113085,0.277163,0.167455,-1.396125,-0.135935,-0.342164,0.299345,67.80406,0.887154,0.573005,0.873337,0.243645,"0-180","1.2deg/s","1","other",3.6,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"4F1",-0.135935,-0.342164,0.113085,0.277163,-0.220925,0.209031,0.368177,-111.667008,0.301743,0.297563,0.479674,0.418555,"0-180","1.2deg/s","1","other",4.8,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"5F1",-0.220925,0.209031,-0.135935,-0.342164,0.3897,-0.057253,0.304142,136.584599,0.38103,0.262221,0.522726,0.415203,"0-180","1.2deg/s","1","other",6,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"6F1",0.3897,-0.057253,-0.220925,0.209031,0.100827,-0.063316,0.393883,-8.357876,0.2116,0.278066,0.386288,0.561465,"0-180","1.2deg/s","1","other",7.2,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"7F1",0.100827,-0.063316,0.3897,-0.057253,-0.072522,0.158536,0.119058,-32.127397,0.28411,0.31959,0.93321,0.151874,"0-180","1.2deg/s","1","other",8.4,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"8F1",-0.072522,0.158536,0.100827,-0.063316,0.013479,-0.084803,0.174336,114.581666,0.102463,0.230174,0.754003,0.308941,"0-180","1.2deg/s","1","other",9.6,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"9F1",0.013479,-0.084803,-0.072522,0.158536,0.212429,-0.040235,0.085867,-80.968528,0.195271,0.131651,0.810397,0.158495,"0-180","1.2deg/s","1","other",10.8,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"1F2",0.026741,0.018509,0.017129,-0.108297,-0.068559,-0.060314,0.032522,34.689521,0.100478,0.03838,0.70324,0.250785,"0-180","1.2deg/s","1","other",36,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"1F1+1F2",-0.068559,-0.060314,0.026741,0.018509,0.003925,-0.078554,0.091314,-138.660668,0.055587,0.045066,0.157374,0.92889,"0-180","1.2deg/s","1","other",37.2,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"1F1-1F2",0.017129,-0.108297,-0.001182,-0.02013,0.026741,0.018509,0.109643,-81.012165,0.026343,0.037884,0.0321,1.140823,"0-180","1.2deg/s","1","other",34.8,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"1F1",-1.37244,1.85187,0.243006,-0.936244,0.243006,-0.936244,2.304997,126.542529,0.967267,1.303503,0.236552,1.169075,"0-180","1.2deg/s","2","other",1.2,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"2F1",0.243006,-0.936244,-1.37244,1.85187,-0.084625,0.437976,0.967267,-75.449722,1.375537,0.459982,0.138484,0.485125,"0-180","1.2deg/s","2","other",2.4,"mofo-child-tuning","Seisler","m",3283
"20150605_114032",1,"3F1",-0.084625,0.437976,0.243006,-0.936244,0.169021,-0.007635,0.446077,100.935876,0.56823,0.495722,0.67299,0.366098,"0-180","1.2deg/s","2","other",3.6,"mofo-child-tuning","Seisler","m",3283
