"iSess","iCond","Harm","Sr","Si","N1r","N1i","N2r","N2i","Signal","Phase","Noise","StdErr","PVal","SNR","Direction","Speed","Channel","ChanGroup","Hz","Study","Operator","Sex","AgeDays"
"20151030_092505",1,"1F1",-0.055002,0.719425,0.748372,-0.664435,0.748372,-0.664435,0.721524,94.371928,1.000767,0.902746,0.732573,0.621284,"0-180","1.2deg/s","1","other",1.2,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"2F1",0.748372,-0.664435,-0.055002,0.719425,0.107339,-0.178037,1.000767,-41.599962,0.464708,0.404834,0.084612,0.765511,"0-180","1.2deg/s","1","other",2.4,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"3F1",0.107339,-0.178037,0.748372,-0.664435,-0.77049,0.493695,0.207891,-58.914152,0.957929,0.322201,0.814951,0.176281,"0-180","1.2deg/s","1","other",3.6,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"4F1",-0.77049,0.493695,0.107339,-0.178037,0.166634,0.020456,0.91509,147.35008,0.187888,0.390502,0.104266,1.073359,"0-180","1.2deg/s","1","other",4.8,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"5F1",0.166634,0.020456,-0.77049,0.493695,-0.112119,-0.283262,0.167885,6.998588,0.609867,0.38244,0.908838,0.209807,"0-180","1.2deg/s","1","other",6,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"6F1",-0.112119,-0.283262,0.166634,0.020456,-0.14869,0.026251,0.304644,-111.594348,0.159437,0.228746,0.437306,0.380415,"0-180","1.2deg/s","1","other",7.2,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"7F1",-0.14869,0.026251,-0.112119,-0.283262,-0.146988,0.014656,0.150989,169.987608,0.226181,0.199219,0.755369,0.350327,"0-180","1.2deg/s","1","other",8.4,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"8F1",-0.146988,0.014656,-0.14869,0.026251,-0.012833,0.093428,0.147717,174.305932,0.122647,0.163677,0.67434,0.316063,"0-180","1.2deg/s","1","other",9.6,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"9F1",-0.012833,0.093428,-0.146988,0.014656,0.021378,0.010341,0.094305,97.821333,0.085732,0.094058,0.617126,0.274919,"0-180","1.2deg/s","1","other",10.8,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"1F2",0.041418,-0.001048,0.013015,-0.057427,0.033075,0.032878,0.041431,-1.449375,0.05276,0.031846,0.453093,0.515705,"0-180","1.2deg/s","1","other",36,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"1F1+1F2",0.033075,0.032878,0.041418,-0.001048,0.004049,0.003477,0.046636,44.829282,0.023384,0.032222,0.380838,0.732127,"0-180","1.2deg/s","1","other",37.2,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"1F1-1F2",0.013015,-0.057427,-0.053079,0.000101,0.041418,-0.001048,0.058883,-77.230094,0.047255,0.034287,0.267515,0.835271,"0-180","1.2deg/s","1","other",34.8,"mofo-child-tuning","Seisler","f",2020
"20151030_092505",1,"1F1",0.897345,-0.252493,0.931732,-1.703855,0.931732,-1.703855,0.932191,-15.715446,1.941969,0.737678,0.472551,0.439837,"0-180","1.2deg/s","2","other",1.2,"mofo-child-tuning","Seisler","f",2020
