"iSess","iCond","Harm","Sr","Si","N1r","N1i","N2r","N2i","Signal","Phase","Noise","StdErr","PVal","SNR","Direction","Speed","Channel","ChanGroup","Hz","Study","Operator","Sex","AgeDays"
"20140421_151329",1,"1F1",0.754458,-0.343075,0.911327,1.530615,0.911327,1.530615,0.828799,-24.452716,1.781376,0.82467,0.627036,0.363092,"0-180","1.2deg/s","1","other",1.2,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"2F1",0.911327,1.530615,0.754458,-0.343075,-0.27985,-0.378805,1.781376,59.230467,0.649883,0.948292,0.249655,1.052129,"0-180","1.2deg/s","1","other",2.4,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"3F1",-0.27985,-0.378805,0.911327,1.530615,0.084912,0.303389,0.470966,-126.455879,1.048212,0.353381,0.459357,0.296879,"0-180","1.2deg/s","1","other",3.6,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"4F1",0.084912,0.303389,-0.27985,-0.378805,-0.316756,-0.050687,0.315048,74.364174,0.395876,0.318181,0.635057,0.245062,"0-180","1.2deg/s","1","other",4.8,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"5F1",-0.316756,-0.050687,0.084912,0.303389,-0.023606,-0.402988,0.320786,-170.908572,0.359363,0.513873,0.82797,0.365072,"0-180","1.2deg/s","1","other",6,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"6F1",-0.023606,-0.402988,-0.316756,-0.050687,-0.300098,0.511669,0.403678,-93.352386,0.456983,0.409376,0.637258,0.429288,"0-180","1.2deg/s","1","other",7.2,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"7F1",-0.300098,0.511669,-0.023606,-0.402988,0.214903,-0.212851,0.593181,120.391913,0.353075,0.441832,0.454739,0.757826,"0-180","1.2deg/s","1","other",8.4,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"8F1",0.214903,-0.212851,-0.300098,0.511669,0.018735,0.281785,0.302471,-44.725131,0.437794,0.22662,0.458433,0.412721,"0-180","1.2deg/s","1","other",9.6,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"9F1",0.018735,0.281785,0.214903,-0.212851,0.249833,-0.240899,0.282407,86.196106,0.324764,0.15637,0.27188,0.496395,"0-180","1.2deg/s","1","other",10.8,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"1F2",0.043433,-0.026879,-0.017598,0.056064,0.043084,0.01035,0.051077,-31.751659,0.051535,0.030866,0.323718,0.417828,"0-180","1.2deg/s","1","other",36,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"1F1+1F2",0.043084,0.01035,0.043433,-0.026879,-0.028372,0.004564,0.04431,13.508241,0.039907,0.04021,0.575268,0.444335,"0-180","1.2deg/s","1","other",37.2,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"1F1-1F2",-0.017598,0.056064,0.055761,-0.009836,0.043433,-0.026879,0.058761,107.426195,0.05385,0.072369,0.731428,0.541631,"0-180","1.2deg/s","1","other",34.8,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"1F1",1.017597,-0.132757,0.925094,1.922712,0.925094,1.922712,1.02622,-7.432925,2.133687,1.460083,0.78871,0.432729,"0-180","1.2deg/s","2","other",1.2,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"2F1",0.925094,1.922712,1.017597,-0.132757,0.059535,-0.435163,2.133687,64.305924,0.732719,0.673393,0.052343,1.061215,"0-180","1.2deg/s","2","other",2.4,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"3F1",0.059535,-0.435163,0.925094,1.922712,-0.182836,0.685177,0.439217,-82.209694,1.42142,0.293415,0.385969,0.268893,"0-180","1.2deg/s","2","other",3.6,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"4F1",-0.182836,0.685177,0.059535,-0.435163,-0.256993,0.107127,0.709152,104.940959,0.358822,0.375459,0.246643,0.672217,"0-180","1.2deg/s","2","other",4.8,"mofo-child-tuning","Seisler","m",1916
"20140421_151329",1,"5F1",-0.256993,0.107127,-0.182836,0.685177,0.112514,-0.080948,0.278427,157.371242,0.42388,0.463094,0.839033,0.34799,"0-180","1.2deg/s","2","other",6,"mofo-child-tuning","Seisler","m",1916
