"iSess","iCond","Harm","Sr","Si","N1r","N1i","N2r","N2i","Signal","Phase","Noise","StdErr","PVal","SNR","Direction","Speed","Channel","ChanGroup","Hz","Study","Operator","Sex","AgeDays"
"20151103_113602",1,"1F1",-0.369855,-3.675998,0.962369,-1.295668,0.962369,-1.295668,3.694557,-95.745395,1.613973,1.184938,0.03352,1.823331,"0-180","1.2deg/s","1","other",1.2,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"2F1",0.962369,-1.295668,-0.369855,-3.675998,0.15712,-1.084222,1.613973,-53.396554,2.395052,0.601488,0.066427,0.540369,"0-180","1.2deg/s","1","other",2.4,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"3F1",0.15712,-1.084222,0.962369,-1.295668,0.40396,0.030852,1.095547,-81.754382,1.009555,0.358813,0.037128,0.760241,"0-180","1.2deg/s","1","other",3.6,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"4F1",0.40396,0.030852,0.15712,-1.084222,-1.022891,-0.934762,0.405136,4.367374,1.24061,0.487036,0.715671,0.264335,"0-180","1.2deg/s","1","other",4.8,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"5F1",-1.022891,-0.934762,0.40396,0.030852,-0.296933,0.005136,1.385672,-137.577571,0.351057,0.417764,0.024475,1.278195,"0-180","1.2deg/s","1","other",6,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"6F1",-0.296933,0.005136,-1.022891,-0.934762,0.365876,-0.627736,0.296977,179.009033,1.056126,0.420155,0.783674,0.219778,"0-180","1.2deg/s","1","other",7.2,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"7F1",0.365876,-0.627736,-0.296933,0.005136,-0.004291,-0.495131,0.72658,-59.764226,0.396063,0.391203,0.227228,0.741682,"0-180","1.2deg/s","1","other",8.4,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"8F1",-0.004291,-0.495131,0.365876,-0.627736,0.072455,-0.206071,0.49515,-90.496582,0.472509,0.257099,0.206514,0.554566,"0-180","1.2deg/s","1","other",9.6,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"9F1",0.072455,-0.206071,-0.004291,-0.495131,0.053676,-0.173029,0.218437,-70.62826,0.338156,0.189907,0.537261,0.402153,"0-180","1.2deg/s","1","other",10.8,"mofo-child-tuning","Seisler","f",1832
"20151103_113602",1,"1F2",-0.04515,-0.030578,-0.014997,-0.063303,-0.056052,-0.056728,0.05453,-145.892445,0.072402,0.054069,0.616109,0.471065,"0-180","1.2deg/s","1","other",36,"mofo-child-tuning","Seisler","f",1832
